Project: DS_TTA_Monitor.hml
ECU: HANcoder_E407_TTA_Controller_v3_softwareID_v1_260122_144803
DAQ List D1: Default, 10Hz
Date: Wed Jan 26 15:02:00 CET 2022

;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;
237,61114;0;0;0;0;0;0;0;0;0;0;2;42;1;0;0;0;0;0;0;0;0;1;0;0;1;0;1171717;984825;23;23;0;0;0;0;175;171;146;146;8;25776;308;0;2;42;0;0;0;0;0;0;0;0;79209;105612;1;1;177;193;2;1;0;0;0;190;1;0;168;0;1;0;1;6;1;13;1;0;0;0;0;0,05000000074505806;1;670;715;586,1499633789062;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
237,76073;0;0;0;0;0;0;0;0;0;0;2;42;1;0;0;0;0;0;0;1;0;1;0;0;1;0;1172283;985308;23;23;0;0;0;0;84;130;148;149;8;25776;308;0;2;42;0;0;0;0;0;0;0;0;79245;105660;1;1;177;193;2;1;0;0;0;163;1;0;168;0;1;0;1;6;1;13;1;0;0;0;0;0,05000000074505806;1;670;715;586,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
237,90433;0;0;0;0;0;0;0;0;0;0;2;42;1;0;0;0;0;0;0;1;0;1;0;0;1;0;1172844;985781;22;22;0;0;0;0;85;129;148;149;8;25776;308;0;2;42;0;0;0;0;0;0;0;0;79281;105708;1;1;177;193;2;1;0;0;0;133;1;0;168;0;1;0;1;6;1;13;1;0;0;0;0;0,05000000074505806;1;670;715;586,3499755859375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
238,05933;0;0;0;0;0;0;0;0;0;0;2;42;1;0;0;0;0;0;0;0;0;1;0;0;1;0;1173379;986239;22;22;0;0;0;0;86;80;148;148;8;25776;308;0;2;42;0;0;0;0;0;0;0;0;79317;105756;1;1;177;193;2;1;0;0;0;103;1;0;168;0;1;0;1;6;1;13;1;0;0;0;0;0,05000000074505806;1;670;715;586,4500122070312;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
238,19826;0;0;0;0;0;0;0;0;0;0;2;42;1;0;0;0;0;0;0;0;0;1;0;0;1;0;1173922;986700;21;21;0;0;0;0;177;172;19;19;8;25776;308;0;2;42;0;0;0;0;0;0;0;0;79353;105804;1;1;177;193;2;1;0;0;0;72;1;0;168;0;1;0;1;6;1;13;1;0;0;0;0;0,05000000074505806;1;670;715;586,5499877929688;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
238,34875;0;0;0;0;0;0;0;0;0;0;2;42;1;0;0;0;0;0;0;1;0;1;0;0;1;0;1174470;987168;13;13;0;0;0;0;178;173;19;19;8;25776;308;0;2;42;0;0;0;0;0;0;0;0;79389;105852;1;1;177;193;2;1;0;0;0;43;1;0;168;0;1;0;1;6;1;13;1;0;0;0;0;0,05000000074505806;1;670;716;586,6499633789062;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
238,49097;0;0;0;0;0;0;0;0;0;0;2;42;1;0;0;0;0;0;0;1;0;1;0;0;1;0;1175038;987664;13;13;0;0;0;0;178;173;19;19;8;25776;308;0;2;42;1;0;0;0;0;0;1;0;79422;105896;11;11;49;65;2;1;24;15;15;1;2;0;168;0;0;0;1;6;1;13;1;0;0;0;0;0,05000000074505806;1;671;717;586,75;0;0;0;0;0;0;1;0;1;1;0;1;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
238,64242;0;0;0;0;1;0;0;0;0;0;2;42;1;0;0;0;0;0;0;0;0;1;0;0;1;0;1175599;988147;13;13;0;0;0;0;178;173;19;19;8;25776;308;0;2;42;0;0;0;0;0;0;0;0;79458;105944;11;11;49;65;2;0;0;0;0;183;1;0;168;0;1;0;1;6;1;13;1;0;0;0;0;0,05000000074505806;1;671;717;586,8499755859375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
238,79518;0;0;0;0;1;0;0;0;0;0;2;42;1;0;0;0;0;0;0;0;0;1;0;0;1;0;1176127;988603;12;12;0;0;0;0;124;120;18;18;8;25776;308;0;2;42;0;0;0;0;0;0;0;0;79494;105992;11;11;49;65;2;0;0;0;0;151;1;0;168;0;1;0;1;6;1;13;1;0;0;0;0;0,05000000074505806;1;671;717;586,9500122070312;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
238,93525;0;0;0;0;0;0;0;0;0;0;2;42;1;0;0;0;0;0;0;1;0;1;0;0;1;0;1176696;989102;12;12;0;0;0;0;221;216;147;147;8;25776;308;0;2;42;0;0;0;0;0;0;0;0;79530;106040;11;11;49;65;2;0;0;0;0;122;1;0;168;0;1;0;1;6;1;13;1;0;0;0;0;0,05000000074505806;1;671;717;587,0499877929688;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
239,08010;0;0;0;0;0;0;0;0;0;0;2;42;1;0;0;0;0;0;0;1;0;1;0;0;1;0;1177262;989593;24;24;0;0;0;0;223;217;147;147;8;25776;308;0;2;42;0;0;0;0;0;0;0;0;79566;106088;11;11;49;65;2;0;0;0;0;94;1;0;169;0;1;0;1;6;1;13;1;0;0;0;0;0,05000000074505806;1;671;717;587,1499633789062;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
239,22783;0;0;0;0;0;0;0;0;0;0;2;42;1;0;0;0;0;0;0;0;0;1;0;0;1;0;1177837;990092;24;24;0;0;0;0;221;216;147;147;8;25776;308;0;2;42;0;0;0;0;0;0;0;0;79599;106132;1;1;49;65;2;0;0;0;0;52;1;0;169;0;1;0;1;6;1;13;1;0;0;0;0;0,05000000074505806;1;671;717;587,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
239,37466;0;0;0;0;0;0;0;0;0;0;2;42;1;0;0;0;0;0;0;0;0;1;0;0;1;0;1178412;990597;24;24;0;0;0;0;222;217;147;147;8;25776;308;0;2;42;0;0;0;0;0;0;0;0;79633;106178;1;1;17;33;2;0;0;0;0;17;1;0;169;0;1;0;1;6;1;13;1;0;0;0;0;0,05000000074505806;1;671;717;587,3499755859375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
239,52249;0;0;0;0;0;0;0;0;0;0;2;42;1;0;0;0;0;0;0;1;0;1;0;0;1;0;1178988;991101;24;24;0;0;0;0;223;217;147;147;8;25776;308;0;2;42;0;0;0;0;0;0;1;0;79667;106223;25;25;161;177;2;1;8;0;0;267;2;0;169;0;0;0;1;6;1;13;1;0;0;0;0;0,05000000074505806;1;671;717;587,4500122070312;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
239,66772;0;0;0;0;0;0;0;0;0;0;2;42;1;0;0;0;0;0;0;1;0;1;0;0;1;0;1179559;991597;24;24;0;0;0;0;175;217;146;147;8;25776;308;0;2;42;0;0;0;0;0;0;0;0;79701;106268;1;1;177;193;2;1;0;0;0;223;5;0;169;0;0;0;1;6;1;13;1;0;0;0;0;0,05000000074505806;1;673;717;587,5499877929688;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
239,81077;0;0;0;0;0;0;0;0;0;0;2;42;1;0;0;0;0;0;0;0;0;1;0;0;1;0;1180101;992060;23;23;0;0;0;0;176;169;146;146;8;25776;308;0;2;42;0;0;0;0;0;0;0;0;79737;106316;1;1;177;193;2;1;0;0;0;190;1;0;169;0;1;0;1;6;1;13;1;0;0;0;0;0,05000000074505806;1;674;717;587,6499633789062;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
239,96021;0;0;0;0;0;0;0;0;0;0;2;42;1;0;0;0;0;0;0;0;0;1;0;0;1;0;1180663;992539;23;23;0;0;0;0;86;131;148;149;8;25776;308;0;2;42;0;0;0;0;0;0;1;0;79773;106364;1;1;177;193;2;1;8;0;0;162;3;0;169;0;1;0;1;6;1;13;1;0;0;0;0;0,05000000074505806;1;675;717;587,75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
240,10646;0;0;0;0;0;0;0;0;0;0;2;42;1;0;0;0;0;0;0;1;0;1;0;0;1;0;1181218;993016;22;22;0;0;0;0;86;80;148;148;8;25776;308;0;2;42;0;0;0;0;0;0;1;0;79809;106412;1;1;177;193;2;1;8;0;0;128;5;0;169;0;0;0;1;6;1;13;1;0;0;0;0;0,05000000074505806;1;677;717;587,8499755859375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
240,25260;0;0;0;0;0;0;0;0;0;0;2;42;1;0;0;0;0;0;0;1;0;1;0;0;1;0;1181753;993479;22;22;0;0;0;0;84;79;148;148;8;25776;308;0;2;42;0;0;0;0;0;0;0;0;79845;106460;1;1;177;193;2;1;0;0;0;96;8;0;169;0;1;0;1;6;1;13;1;0;0;0;0;0,05000000074505806;1;679;717;587,9500122070312;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
240,39886;0;0;0;0;0;0;0;0;0;0;2;42;1;0;0;0;0;0;0;0;0;1;0;0;1;0;1182296;993945;21;21;0;0;0;0;177;172;19;19;8;25776;308;0;2;42;0;0;0;0;0;0;0;0;79881;106508;1;1;177;193;2;1;0;0;0;66;11;0;169;0;1;0;1;6;1;13;1;0;0;0;0;0,05000000074505806;1;681;717;588,0499877929688;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
240,54408;0;0;0;0;0;0;0;0;0;0;2;42;1;0;0;0;0;0;0;0;0;1;0;0;1;0;1182831;994407;13;13;0;0;0;0;176;171;19;19;8;25776;308;0;2;42;0;0;0;0;0;0;1;0;79917;106556;1;1;177;193;2;1;8;0;0;43;2;0;169;0;0;0;1;6;1;13;1;0;0;0;0;0,05000000074505806;1;682;717;588,1499633789062;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
240,69176;0;0;0;0;1;1;0;0;0;0;2;42;1;0;0;0;0;0;0;1;0;1;0;0;1;0;1183387;994885;13;13;0;0;0;0;177;171;19;19;8;25776;308;0;2;42;0;0;0;0;0;0;1;0;79950;106600;11;11;49;65;2;0;8;0;0;202;5;0;169;0;0;0;1;6;1;13;1;0;0;0;0;0,05000000074505806;1;685;717;588,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
240,83783;0;0;0;0;1;0;0;0;0;0;2;42;1;0;0;0;0;0;0;1;0;1;0;0;1;0;1183932;995360;13;13;0;0;0;0;125;121;18;18;8;25776;308;0;2;42;0;0;0;0;0;0;1;0;79986;106648;11;11;49;65;2;0;8;0;0;170;8;0;169;0;0;0;1;6;1;13;1;0;0;0;0;0,05000000074505806;1;688;717;588,3499755859375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
240,98792;0;0;0;0;0;0;0;0;0;0;2;42;1;0;0;0;0;0;0;0;0;1;0;0;1;0;1184467;995813;12;12;0;0;0;0;125;120;18;18;8;25776;308;0;2;42;0;0;0;0;0;0;1;0;80022;106696;11;11;49;65;2;0;8;0;0;134;11;0;169;0;0;0;1;6;1;13;1;0;0;0;0;0,05000000074505806;1;691;717;588,4500122070312;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
241,13167;0;0;0;0;0;0;0;0;0;0;2;42;1;0;0;0;0;0;0;0;0;1;0;0;1;0;1184994;996269;24;24;0;0;0;0;221;216;147;147;8;25776;308;0;2;42;0;0;0;0;0;0;1;0;80058;106744;11;11;49;65;2;0;8;0;0;98;14;0;169;0;0;0;1;6;1;13;1;0;0;0;0;0,05000000074505806;1;694;717;588,5499877929688;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
241,28197;0;0;0;0;0;0;0;0;0;0;2;42;1;0;0;0;0;0;0;1;0;1;0;0;1;0;1185543;996745;24;24;0;0;0;0;221;215;147;147;8;25776;308;0;2;42;0;0;0;0;0;0;1;0;80091;106788;1;1;49;65;2;0;8;0;0;50;17;0;169;0;0;0;1;6;1;13;1;0;0;0;0;0,05000000074505806;1;697;717;588,6499633789062;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
241,42215;0;0;0;0;0;0;0;0;0;0;2;42;1;0;0;0;0;0;0;1;0;1;0;0;1;0;1186091;997219;24;24;0;0;0;0;221;216;147;147;8;25776;308;0;2;42;0;0;0;0;0;0;1;0;80124;106833;25;1;177;17;2;0;8;0;0;8;20;0;169;0;0;0;1;6;1;13;1;0;0;0;0;0,05000000074505806;1;700;717;588,75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
241,56775;0;0;0;0;0;0;0;0;0;0;2;42;1;0;0;0;0;0;0;0;0;1;0;0;1;0;1186643;997685;24;24;0;0;0;0;221;215;147;147;8;25776;308;0;2;42;0;0;0;0;0;0;1;0;80157;106876;1;1;177;193;2;1;8;0;0;243;23;0;169;0;0;0;1;6;1;13;1;0;0;0;0;0,05000000074505806;1;702;717;588,8499755859375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
241,71463;0;0;0;0;0;0;0;0;0;0;2;42;1;0;0;0;0;0;0;0;0;1;0;0;1;0;1187145;998112;24;24;0;0;0;0;176;172;146;146;8;25776;308;0;2;42;0;0;0;0;0;0;0;0;80193;106924;1;1;177;193;2;1;0;0;0;198;1;0;169;0;1;0;1;6;1;13;1;0;0;0;0;0,05000000074505806;1;704;717;588,9500122070312;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
241,85759;0;0;0;0;0;0;0;0;0;0;2;42;1;0;0;0;0;0;0;1;0;1;0;0;1;0;1187658;998535;23;23;0;0;0;0;117;112;149;149;8;25776;308;0;2;42;0;0;0;0;0;0;0;0;80229;106972;1;1;177;193;2;1;0;0;0;158;1;0;169;0;1;0;1;6;1;13;1;0;0;0;0;0,05000000074505806;1;704;717;589,0499877929688;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
242,01085;0;0;0;0;0;0;0;0;0;0;2;42;1;0;0;0;0;0;0;1;0;1;0;0;1;0;1188188;998966;22;22;0;0;0;0;117;112;149;149;8;25776;308;0;2;42;0;0;0;0;0;0;0;0;80265;107020;1;1;177;193;2;1;0;0;0;124;1;0;169;0;1;0;1;6;1;13;1;0;0;0;0;0,05000000074505806;1;704;717;589,1499633789062;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
242,15203;0;0;0;0;0;0;0;0;0;0;2;42;1;0;0;0;0;0;0;0;0;1;0;0;1;0;1188698;999385;21;21;0;0;0;0;84;79;148;148;8;25776;308;0;2;42;0;0;0;0;0;0;0;0;80301;107068;1;1;177;193;2;1;0;0;0;87;1;0;169;0;1;0;1;6;1;13;1;0;0;0;0;0,05000000074505806;1;704;717;589,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
242,29484;0;0;0;0;0;0;0;0;0;0;2;42;1;0;0;0;0;0;0;0;0;1;0;0;1;0;1189210;999803;21;21;0;0;0;0;177;172;19;19;8;25776;308;0;2;42;0;0;0;0;0;0;0;0;80337;107116;1;1;177;193;2;1;0;0;0;53;1;0;170;0;1;0;1;6;1;13;1;0;0;0;0;0,05000000074505806;1;704;717;589,3499755859375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
242,44675;0;0;0;0;0;0;0;0;0;0;2;42;1;0;0;0;0;0;0;1;0;1;0;0;1;0;1189736;1000232;13;13;0;0;0;0;178;170;19;19;8;25776;308;0;2;42;0;0;0;0;0;0;0;0;80370;107161;11;1;49;145;2;1;0;0;0;8;1;0;170;0;1;0;1;6;1;13;1;0;0;0;0;0,05000000074505806;1;704;717;589,4500122070312;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
242,59201;0;0;0;0;1;0;0;0;0;0;2;42;1;0;0;0;0;0;0;1;0;1;0;0;1;0;1190277;1000671;13;13;0;0;0;0;177;172;19;19;8;25776;308;0;2;42;0;0;0;0;0;0;0;0;80406;107208;11;11;49;65;2;0;0;0;0;182;1;0;170;0;1;0;1;6;1;13;1;0;0;0;0;0,05000000074505806;1;704;717;589,5499877929688;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
242,73905;0;0;0;0;0;0;0;0;0;0;2;42;1;0;0;0;0;0;0;0;0;1;0;0;1;0;1190779;1001084;12;12;0;0;0;0;128;123;18;18;8;25776;308;0;2;42;0;0;0;0;0;0;0;0;80442;107256;11;11;49;65;2;0;0;0;0;143;1;0;170;0;1;0;1;6;1;13;1;0;0;0;0;0,05000000074505806;1;704;717;589,6499633789062;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
242,88432;0;0;0;0;0;0;0;0;0;0;2;42;1;0;0;0;0;0;0;0;0;1;0;0;1;0;1191282;1001499;12;12;0;0;0;0;220;215;147;147;8;25776;308;0;2;42;0;0;0;0;0;0;0;0;80478;107304;11;11;49;65;2;0;0;0;0;104;1;0;170;0;1;0;1;6;1;13;1;0;0;0;0;0,05000000074505806;1;704;717;589,75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
243,02959;0;0;0;0;0;0;0;0;0;0;2;42;1;0;0;0;0;0;0;1;0;1;0;0;1;0;1191800;1001924;24;24;0;0;0;0;219;214;147;147;8;25776;308;0;2;42;0;0;0;0;0;0;0;0;80511;107348;1;1;49;65;2;0;0;0;0;52;1;0;170;0;1;0;1;6;1;13;1;0;0;0;0;0,05000000074505806;1;704;717;589,8499755859375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
243,17007;0;0;0;0;0;0;0;0;0;0;2;42;1;0;0;0;0;0;0;1;0;1;0;0;1;0;1192320;1002349;24;24;0;0;0;0;221;215;147;147;8;25776;308;0;2;42;0;0;0;0;0;0;0;0;80544;107392;25;25;177;193;2;0;0;0;0;2;1;0;170;0;1;0;1;6;1;13;1;0;0;0;0;0,05000000074505806;1;704;717;589,9500122070312;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
243,31726;0;0;0;0;0;0;0;0;0;0;2;42;1;0;0;0;0;0;0;0;0;1;0;0;1;0;1192847;1002785;24;24;0;0;0;0;219;214;147;147;8;25776;308;0;2;42;0;0;0;0;0;0;0;0;80577;107436;1;1;177;193;2;1;0;0;0;232;1;0;170;0;1;0;1;6;1;13;1;0;0;0;0;0,05000000074505806;1;704;718;590,0499877929688;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
243,46252;0;0;0;0;0;0;0;0;0;0;2;42;1;0;0;0;0;0;0;0;0;1;0;0;1;0;1193339;1003189;23;23;0;0;0;0;174;170;146;146;8;25776;308;0;2;42;0;0;0;0;0;0;0;0;80613;107484;1;1;177;193;2;1;0;0;0;191;1;0;170;0;1;0;1;6;1;13;1;0;0;0;0;0,05000000074505806;1;704;718;590,1499633789062;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
243,60809;0;0;0;0;0;0;0;0;0;0;2;42;1;0;0;0;0;0;0;1;0;1;0;0;1;0;1193833;1003594;23;23;0;0;0;0;121;114;149;149;8;25776;308;0;2;42;0;0;0;0;0;0;0;0;80649;107532;1;1;177;193;2;1;0;0;0;151;1;0;170;0;1;0;1;6;1;13;1;0;0;0;0;0,05000000074505806;1;704;718;590,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
243,75508;0;0;0;0;0;0;0;0;0;0;2;42;1;0;0;0;0;0;0;1;0;1;0;0;1;0;1194340;1004016;22;22;0;0;0;0;85;114;148;149;8;25776;308;0;2;42;0;0;0;0;0;0;0;0;80685;107580;1;1;177;193;2;1;0;0;0;115;1;0;170;0;1;0;1;6;1;13;1;0;0;0;0;0,05000000074505806;1;704;718;590,3499755859375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
243,90192;0;0;0;0;0;0;0;0;0;0;2;42;1;0;0;0;0;0;0;0;0;1;0;0;1;0;1194822;1004421;21;21;0;0;0;0;176;171;19;19;8;25776;308;0;2;42;0;0;0;0;0;0;0;0;80721;107628;1;1;177;193;2;1;0;0;0;76;1;0;170;0;1;0;1;6;1;13;1;0;0;0;0;0,05000000074505806;1;704;718;590,4500122070312;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
244,04754;0;0;0;0;0;0;0;0;0;0;2;42;1;0;0;0;0;0;0;0;0;1;0;0;1;0;1195310;1004822;13;13;0;0;0;0;175;170;19;19;8;25776;308;0;2;42;0;0;0;0;0;0;0;0;80757;107676;1;1;177;193;2;1;0;0;0;40;1;0;170;0;1;0;1;6;1;13;1;0;0;0;0;0,05000000074505806;1;704;718;590,5499877929688;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
