Time [s],Channel 0,Channel 1,Channel 2,Channel 3
15.464983750,0,1,0,1
15.465588083,0,1,0,0
15.465589875,0,1,1,0
15.465604792,0,0,1,0
15.493784292,1,0,1,0
15.494492583,1,0,0,0
15.494496375,1,0,0,1
15.494510042,1,1,0,1
15.514983917,0,1,0,1
15.515598542,0,1,1,1
15.515601542,0,1,1,0
15.515611000,0,0,1,0
15.543784458,1,0,1,0
15.544501417,1,0,0,0
15.544509833,1,0,0,1
15.544516292,1,1,0,1
15.564984083,0,1,0,1
15.565607333,0,1,1,1
15.565614958,0,1,1,0
15.565617208,0,0,1,0
15.593784625,1,0,1,0
15.594510250,1,0,0,0
15.594522417,1,1,0,0
15.594523167,1,1,0,1
15.614984250,0,1,0,1
15.615616167,0,1,1,1
15.615623458,0,0,1,1
15.615628417,0,0,1,0
15.643784792,1,0,1,0
15.644418917,1,0,0,0
15.644428875,1,1,0,0
15.644436792,1,1,0,1
15.664984417,0,1,0,1
15.665625000,0,1,1,1
15.665629625,0,0,1,1
15.665641875,0,0,1,0
15.693784958,1,0,1,0
15.694350500,1,0,1,1
15.694427750,1,0,0,1
15.694435125,1,1,0,1
15.714984542,0,1,0,1
15.715633875,0,1,1,1
15.715635875,0,0,1,1
15.715655292,0,0,1,0
15.743785083,1,0,1,0
15.744363500,1,0,1,1
15.744436875,1,0,0,1
15.744441333,1,1,0,1
15.764984708,0,1,0,1
15.765642083,0,0,0,1
15.765642917,0,0,1,1
15.765668750,0,0,1,0
15.793785250,1,0,1,0
15.794380042,1,0,1,1
15.794445417,1,0,0,1
15.794447500,1,1,0,1
15.814984875,0,1,0,1
15.815648292,0,0,0,1
15.815651542,0,0,1,1
15.815682167,0,0,1,0
15.843785458,1,0,1,0
15.844390375,1,0,1,1
15.844453750,1,1,1,1
15.844454250,1,1,0,1
15.864985042,0,1,0,1
15.865654500,0,0,0,1
15.865660333,0,0,1,1
15.865695625,0,0,1,0
15.893785583,1,0,1,0
15.894459917,1,1,1,0
15.894463083,1,1,0,0
15.894503958,1,1,0,1
15.914985208,0,1,0,1
15.915560667,0,0,0,1
15.915569333,0,0,1,1
15.915608875,0,0,1,0
15.943785750,1,0,1,0
15.944466167,1,1,1,0
15.944471917,1,1,0,0
15.944517458,1,1,0,1
15.964985375,0,1,0,1
15.965566750,0,0,0,1
15.965578250,0,0,1,1
15.965622292,0,0,1,0
15.993785917,1,0,1,0
15.994372208,1,1,1,0
15.994380875,1,1,0,0
15.994430667,1,1,0,1
16.014985542,0,1,0,1
16.015635750,0,1,0,0
16.015673167,0,0,0,0
16.015686917,0,0,1,0
16.043786083,1,0,1,0
16.044389708,1,0,0,0
16.044444167,1,0,0,1
16.044478625,1,1,0,1
16.064985708,0,1,0,1
16.065649208,0,1,0,0
16.065679375,0,0,0,0
16.065695792,0,0,1,0
16.093786250,1,0,1,0
16.094457583,1,0,1,1
16.094484792,1,1,1,1
16.094498417,1,1,0,1
16.114985875,0,1,0,1
16.115585417,0,0,0,1
16.115604625,0,0,1,1
16.143786417,1,0,1,1
16.144390875,1,1,1,1
16.144407375,1,1,0,1
16.164986042,0,1,0,1
16.165613500,0,1,1,1
16.165676042,0,1,1,0
16.165691792,0,0,1,0
16.193786542,1,0,1,0
16.194497208,1,1,1,0
16.194516083,1,1,0,0
16.214986208,0,1,0,0
16.215586625,0,1,0,1
16.215597833,0,0,0,1
16.215622333,0,0,1,1
16.243786750,1,0,1,1
16.244425042,1,0,0,1
16.244491792,1,0,0,0
16.244503458,1,1,0,0
16.264986333,0,1,0,0
16.265600042,0,1,0,1
16.265604042,0,0,0,1
16.265631458,0,0,1,1
16.293786875,1,0,1,1
16.294433875,1,0,0,1
16.294505208,1,0,0,0
16.294509750,1,1,0,0
16.314986542,0,1,0,0
16.315610292,0,0,0,0
16.315613500,0,0,0,1
16.315640042,0,0,1,1
16.343787083,1,0,1,1
16.344415667,1,1,1,1
16.344418792,1,1,1,0
16.344442708,1,1,0,0
16.364986667,0,1,0,0
16.365648792,0,1,1,0
16.365716667,0,0,1,0
16.365726792,0,0,1,1
16.393787208,1,0,1,1
16.394421917,1,1,1,1
16.394432208,1,1,1,0
16.394451542,1,1,0,0
16.414986833,0,1,0,0
16.415622833,0,0,0,0
16.415640375,0,0,0,1
16.415657667,0,0,1,1
16.443787375,1,0,1,1
16.444345500,1,0,1,0
16.444428167,1,1,1,0
16.464987000,0,1,1,0
16.465628917,0,0,1,0
16.465653792,0,0,1,1
16.465664917,0,0,0,1
16.493787542,1,0,0,1
16.494434292,1,1,0,1
16.494459083,1,1,0,0
16.514987167,0,1,0,0
16.515567083,0,1,0,1
16.515570500,0,1,1,1
16.515635125,0,0,1,1
16.543787708,1,0,1,1
16.544340708,1,1,1,1
16.544372375,1,1,1,0
16.544373208,1,1,0,0
16.564987333,0,1,0,0
16.565641333,0,0,0,0
16.565679458,0,0,1,0
16.565680542,0,0,1,1
16.593787875,1,0,1,1
16.594382083,1,0,0,1
16.594385792,1,0,0,0
16.594446792,1,1,0,0
16.614987500,0,1,0,0
16.615547708,0,0,0,0
16.615588208,0,0,1,0
16.615593875,0,0,1,1
16.643788042,1,0,1,1
16.644452958,1,1,1,1
16.644491083,1,1,0,1
16.644499417,1,1,0,0
16.664987667,0,1,0,0
16.665597042,0,1,1,0
16.665607375,0,1,1,1
16.665658333,0,0,1,1
16.693788208,1,0,1,1
16.694359333,1,1,1,1
16.694399708,1,1,0,1
16.694412667,1,1,0,0
16.714987833,0,1,0,0
16.715620833,0,1,0,1
16.715660000,0,0,0,1
16.715706042,0,0,1,1
16.743788375,1,0,1,1
16.744426125,1,0,1,0
16.744465417,1,1,1,0
16.744508708,1,1,0,0
16.764988000,0,1,0,0
16.765634375,0,1,0,1
16.765666208,0,0,0,1
16.765714875,0,0,1,1
16.793788542,1,0,1,1
16.794439750,1,0,1,0
16.794471667,1,1,1,0
16.794517542,1,1,0,0
16.814988167,0,1,0,0
16.815577083,0,0,0,0
16.815623542,0,0,1,0
16.815647708,0,0,1,1
16.843788667,1,0,1,1
16.844382458,1,1,1,1
16.844426208,1,1,0,1
16.844453000,1,1,0,0
16.864988333,0,1,0,0
16.865632417,0,1,1,0
16.865661125,0,1,1,1
16.865678625,0,0,1,1
16.893788833,1,0,1,1
16.894335333,1,0,0,1
16.894366583,1,0,0,0
16.894384250,1,1,0,0
16.914988500,0,1,0,0
16.915641208,0,1,1,0
16.915674583,0,1,1,1
16.915689375,0,0,1,1
16.943789000,1,0,1,1
16.944380333,1,0,1,0
16.944394917,1,1,1,0
16.944443875,1,1,0,0
16.964988667,0,1,0,0
16.965550167,0,1,1,0
16.965588458,0,1,1,1
16.965591208,0,0,1,1
16.993789167,1,0,1,1
16.994352875,1,0,0,1
16.994393458,1,0,0,0
16.994396667,1,1,0,0
17.014988833,0,1,0,0
17.015658875,0,1,1,0
17.015701500,0,1,1,1
17.015701833,0,0,1,1
17.043789375,1,0,1,1
17.044406917,1,0,1,0
17.044407500,1,1,1,0
17.044461542,1,1,0,0
17.064989000,0,1,0,0
17.065667708,0,1,1,0
17.065703500,0,0,1,0
17.065714917,0,0,1,1
17.093789500,1,0,1,1
17.094470375,1,0,0,1
17.094508917,1,1,0,1
17.094520208,1,1,0,0
17.114989125,0,1,0,0
17.115576833,0,1,1,0
17.115614375,0,0,1,0
17.115628458,0,0,1,1
17.143789667,1,0,1,1
17.144433792,1,0,1,0
17.144479208,1,0,0,0
17.144519625,1,1,0,0
17.164989292,0,1,0,0
17.165585500,0,1,1,0
17.165620625,0,0,1,0
17.165641917,0,0,1,1
17.193789833,1,0,1,1
17.194388208,1,0,0,1
17.194425958,1,1,0,1
17.194447208,1,1,0,0
17.214989458,0,1,0,0
17.215555167,0,1,0,1
17.215594292,0,1,1,1
17.215622292,0,0,1,1
17.243790000,1,0,1,1
17.244365292,1,0,1,0
17.244397042,1,0,0,0
17.244432167,1,1,0,0
17.264989625,0,1,0,0
17.265668792,0,1,0,1
17.265703000,0,1,1,1
17.265728375,0,0,1,1
17.293790208,1,0,1,1
17.294373958,1,0,1,0
17.294405875,1,0,0,0
17.294433917,1,1,0,0
17.314989833,0,1,0,0
17.315639250,0,0,0,0
17.315682250,0,0,0,1
17.315711875,0,0,1,1
17.343790333,1,0,1,1
17.344387375,1,0,1,0
17.344414667,1,0,0,0
17.344440125,1,1,0,0
17.364989958,0,1,0,0
17.365620792,0,1,1,0
17.365645458,0,0,1,0
17.365700250,0,0,1,1
17.393790500,1,0,1,1
17.394446625,1,1,1,1
17.394501000,1,1,1,0
17.394523375,1,1,0,0
17.414990125,0,1,0,0
17.415613542,0,1,0,1
17.415629625,0,1,1,1
17.415651667,0,0,1,1
17.443790667,1,0,1,1
17.444432333,1,0,0,1
17.444457042,1,1,0,1
17.444519083,1,1,0,0
17.464990292,0,1,0,0
17.465544417,0,1,1,0
17.465553208,0,0,1,0
17.465622375,0,0,1,1
17.493790833,1,0,1,1
17.494432333,1,0,1,0
17.494441167,1,0,0,0
17.494463292,1,1,0,0
17.514990458,0,1,0,0
17.515640417,0,1,0,1
17.515647292,0,1,1,1
17.515664125,0,0,1,1
17.543791042,1,0,1,1
17.544441458,1,0,1,0
17.544450000,1,0,0,0
17.544469500,1,1,0,0
17.564990667,0,1,0,0
17.565649250,0,1,0,1
17.565656083,0,1,1,1
17.565670333,0,0,1,1
17.593791208,1,0,1,1
17.594356667,1,0,1,0
17.594358708,1,0,0,0
17.594371083,1,1,0,0
17.614990792,0,1,0,0
17.615664500,0,1,1,0
17.615667167,0,1,1,1
17.615676542,0,0,1,1
17.643791333,1,0,1,1
17.644381958,1,1,1,1
17.644467667,1,1,0,1
17.644472667,1,1,0,0
17.664990958,0,1,0,0
17.665673833,0,1,1,0
17.665680708,0,1,1,1
17.665682750,0,0,1,1
17.693791500,1,0,1,1
17.694376333,1,0,0,1
17.694386208,1,0,0,0
17.694387958,1,1,0,0
17.714991125,0,1,0,0
17.715582500,0,1,1,0
17.715588833,0,0,1,0
17.715594292,0,0,1,1
17.743791667,1,0,1,1
17.744388375,1,0,0,1
17.744394250,1,1,0,1
17.744399667,1,1,0,0
17.764991292,0,1,0,0
17.765591333,0,1,1,0
17.765595042,0,0,1,0
17.765607750,0,0,1,1
17.793791833,1,0,1,1
17.794394000,1,0,0,1
17.794400375,1,1,0,1
17.794413083,1,1,0,0
17.814991458,0,1,0,0
17.815600167,0,1,1,0
17.815601250,0,0,1,0
17.815621167,0,0,1,1
17.843792000,1,0,1,1
17.844402833,1,0,0,1
17.844406625,1,1,0,1
17.844426542,1,1,0,0
17.864991667,0,1,0,0
17.865607458,0,0,0,0
17.865609167,0,0,1,0
17.865634667,0,0,1,1
17.893792167,1,0,1,1
17.894440000,1,0,1,0
17.894511833,1,0,0,0
17.894513167,1,1,0,0
17.914991833,0,1,0,0
17.915613667,0,0,0,0
17.915617833,0,0,1,0
17.915648042,0,0,1,1
17.943792333,1,0,1,1
17.944453417,1,0,1,0
17.944519208,1,1,1,0
17.944520667,1,1,0,0
17.964991958,0,1,0,0
17.965619875,0,0,0,0
17.965626667,0,0,1,0
17.965661500,0,0,1,1
17.993792500,1,0,1,1
17.994425250,1,1,1,1
17.994429333,1,1,0,1
17.994466875,1,1,0,0
18.014992125,0,1,0,0
18.015535750,0,1,1,0
18.015574708,0,1,1,1
18.015626125,0,0,1,1
18.043792667,1,0,1,1
18.044431375,1,1,1,1
18.044438167,1,1,0,1
18.044480292,1,1,0,0
18.064992292,0,1,0,0
18.065588167,0,1,0,1
18.065632292,0,0,0,1
18.065644292,0,0,1,1
18.093792833,1,0,1,1
18.094347750,1,0,0,1
18.094393583,1,0,0,0
18.094437708,1,1,0,0
18.114992458,0,1,0,0
18.115638542,0,0,0,0
18.115653167,0,0,1,0
18.115701750,0,0,1,1
18.143793000,1,0,1,1
18.144407000,1,0,1,0
18.144443917,1,1,1,0
18.144455833,1,1,0,0
18.164992625,0,1,0,0
18.165545250,0,0,0,0
18.165562167,0,0,1,0
18.165615042,0,0,1,1
18.193793125,1,0,1,1
18.194450083,1,1,1,1
18.194464667,1,1,0,1
18.194520625,1,1,0,0
18.214992792,0,1,0,0
18.215628542,0,1,0,1
18.215650958,0,0,0,1
18.215670833,0,0,1,1
18.243793292,1,0,1,1
18.244373625,1,0,0,1
18.244433875,1,0,0,0
18.244456333,1,1,0,0
18.264992917,0,1,0,0
18.265557458,0,0,0,0
18.265579792,0,0,1,0
18.293793458,1,0,1,0
18.294448833,1,0,1,1
18.294462542,1,1,1,1
18.294482333,1,1,0,1
18.314993083,0,1,0,1
18.315588583,0,1,1,1
18.315653917,0,1,1,0
18.315663375,0,0,1,0
18.343793667,1,0,1,0
18.344369000,1,1,1,0
18.344391292,1,1,0,0
18.364993250,0,1,0,0
18.365569000,0,1,0,1
18.365569750,0,0,0,1
18.365597458,0,0,1,1
18.393793792,1,0,1,1
18.394375083,1,1,1,1
18.394400125,1,1,0,1
18.414993417,0,1,0,1
18.415575958,0,0,0,1
18.415576333,0,0,0,0
18.415606333,0,0,1,0
18.443793958,1,0,1,0
18.444381333,1,1,1,0
18.444384667,1,1,1,1
18.444408958,1,1,0,1
18.464993583,0,1,0,1
18.465582167,0,0,0,1
18.465589792,0,0,0,0
18.465615125,0,0,1,0
18.493794125,1,0,1,0
18.494387542,1,1,1,0
18.494398083,1,1,1,1
18.494417792,1,1,0,1
18.514993750,0,1,0,1
18.515588417,0,0,0,1
18.515603250,0,0,0,0
18.515623958,0,0,1,0
18.543794292,1,0,1,0
18.544393750,1,1,1,0
18.544411542,1,1,1,1
18.544426625,1,1,0,1
18.564993917,0,1,0,1
18.565594583,0,0,0,1
18.565616667,0,0,0,0
18.565632792,0,0,1,0
18.593794458,1,0,1,0
18.594399958,1,1,1,0
18.594424958,1,1,1,1
18.594435458,1,1,0,1
18.614994083,0,1,0,1
18.615541958,0,1,1,1
18.615600833,0,0,1,1
18.615630125,0,0,1,0
18.643794625,1,0,1,0
18.644406208,1,1,1,0
18.644438417,1,1,1,1
18.644444292,1,1,0,1
18.664994250,0,1,0,1
18.665645625,0,1,0,0
18.665650458,0,1,1,0
18.665706875,0,0,1,0
18.693794792,1,0,1,0
18.694352125,1,0,1,1
18.694353000,1,0,0,1
18.694412417,1,1,0,1
18.714994417,0,1,0,1
18.715657000,0,1,0,0
18.715663958,0,1,1,0
18.715713125,0,0,1,0
18.743794917,1,0,1,0
18.744361792,1,0,0,0
18.744365125,1,0,0,1
18.744418583,1,1,0,1
18.764994542,0,1,0,1
18.765668083,0,1,1,1
18.765670417,0,1,1,0
18.765719333,0,0,1,0
18.793795125,1,0,1,0
18.794376542,1,0,0,0
18.794378625,1,0,0,1
18.794424833,1,1,0,1
18.814994708,0,1,0,1
18.815576750,0,1,1,1
18.815583708,0,1,1,0
18.815625708,0,0,1,0
18.843795250,1,0,1,0
18.844385042,1,0,0,0
18.844392042,1,0,0,1
18.844431083,1,1,0,1
18.864994875,0,1,0,1
18.865590292,0,1,1,1
18.865597125,0,1,1,0
18.865631875,0,0,1,0
18.893795375,1,0,1,0
18.894437292,1,1,1,0
18.894488458,1,1,0,0
18.894505667,1,1,0,1
18.914995042,0,1,0,1
18.915599000,0,1,1,1
18.915610583,0,1,1,0
18.915638125,0,0,1,0
18.943795583,1,0,1,0
18.944397125,1,0,0,0
18.944418917,1,0,0,1
18.944443458,1,1,0,1
18.964995208,0,1,0,1
18.965624292,0,1,0,0
18.965644667,0,0,0,0
18.965703458,0,0,1,0
18.993795750,1,0,1,0
18.994405958,1,0,0,0
18.994432333,1,0,0,1
18.994449708,1,1,0,1
19.014995375,0,1,0,1
19.015612083,0,1,1,1
19.015637458,0,1,1,0
19.043795917,1,1,1,0
19.044445750,1,1,1,1
19.044454333,1,0,1,1
19.044519583,1,0,0,1
19.064995542,0,0,0,1
19.065625583,0,0,1,1
19.065650875,0,0,1,0
19.065658333,0,1,1,0
19.093796042,1,1,1,0
19.094428250,1,1,0,0
19.094459208,1,1,0,1
19.114995708,0,1,0,1
19.115634417,0,1,1,1
19.115658417,0,0,1,1
19.115664333,0,0,1,0
19.143796250,1,0,1,0
19.144363708,1,1,1,0
19.144372792,1,1,1,1
19.144432458,1,1,0,1
19.164995875,0,1,0,1
19.165577917,0,1,0,0
19.165643250,0,1,1,0
19.165664667,0,0,1,0
19.193796375,1,0,1,0
19.194386208,1,0,1,1
19.194445917,1,0,0,1
19.194470083,1,1,0,1
19.214996042,0,1,0,1
19.215652083,0,1,1,1
19.215670875,0,0,1,1
19.215691250,0,0,1,0
19.243796542,1,0,1,0
19.244454750,1,0,0,0
19.244476292,1,1,0,0
19.244499542,1,1,0,1
19.264996208,0,1,0,1
19.265556375,0,1,1,1
19.265576917,0,0,1,1
19.265604792,0,0,1,0
19.293796708,1,0,1,0
19.294382333,1,1,1,0
19.294413125,1,1,1,1
19.294463625,1,1,0,1
19.314996333,0,1,0,1
19.315669708,0,1,1,1
19.315683292,0,0,1,1
19.315718125,0,0,1,0
19.343796875,1,0,1,0
19.344472458,1,0,0,0
19.344488708,1,1,0,0
19.344526417,1,1,0,1
19.364996542,0,1,0,1
19.365574042,0,1,1,1
19.365589333,0,0,1,1
19.365631667,0,0,1,0
19.393797083,1,0,1,0
19.394382250,1,0,0,0
19.394394792,1,1,0,0
19.394440000,1,1,0,1
19.414996667,0,1,0,1
19.415645125,0,1,0,0
19.415687417,0,1,1,0
19.415695708,0,0,1,0
19.443797208,1,0,1,0
19.444453417,1,0,1,1
19.444490083,1,0,0,1
19.444501167,1,1,0,1
19.464996833,0,1,0,1
19.465558375,0,1,0,0
19.465596375,0,1,1,0
19.465601792,0,0,1,0
19.493797375,1,0,1,0
19.494366917,1,0,1,1
19.494399083,1,0,0,1
19.494407208,1,1,0,1
19.514997000,0,1,0,1
19.515672000,0,1,0,0
19.515705042,0,1,1,0
19.515708167,0,0,1,0
19.543797542,1,0,1,0
19.544480292,1,0,1,1
19.544507750,1,0,0,1
19.544513583,1,1,0,1
19.564997208,0,1,0,1
19.565585250,0,1,0,0
19.565614042,0,1,1,0
19.565614208,0,0,1,0
19.593797667,1,0,1,0
19.594393542,1,0,1,1
19.594416708,1,0,0,1
19.594419667,1,1,0,1
19.614997333,0,1,0,1
19.615620417,0,0,0,1
19.615698875,0,0,0,0
19.615722750,0,0,1,0
19.643797875,1,0,1,0
19.644407042,1,0,1,1
19.644425542,1,0,0,1
19.644426125,1,1,0,1
19.664997500,0,1,0,1
19.665612125,0,1,0,0
19.665626625,0,0,0,0
19.665631750,0,0,1,0
19.693798000,1,0,1,0
19.694520667,1,0,1,1
19.694532250,1,1,1,1
19.694534250,1,1,0,1
19.714997667,0,1,0,1
19.715625583,0,1,0,0
19.715632833,0,0,0,0
19.715640583,0,0,1,0
19.743798208,1,0,1,0
19.744433917,1,0,1,1
19.744438333,1,1,1,1
19.744443208,1,1,0,1
19.764997833,0,1,0,1
19.765649625,0,1,1,1
19.765739208,0,1,1,0
19.765739250,0,0,1,0
19.793798333,1,0,1,0
19.794444417,1,1,1,0
19.794447333,1,1,1,1
19.794452083,1,1,0,1
19.814998000,0,1,0,1
19.815645292,0,0,0,1
19.815652458,0,0,0,0
19.815658125,0,0,1,0
19.843798500,1,0,1,0
19.844450708,1,1,1,0
19.844460667,1,1,1,1
19.844460917,1,1,0,0
19.844461250,1,1,0,1
19.864998125,0,1,0,1
19.865651500,0,0,0,1
19.865665917,0,0,0,0
19.865667417,0,0,1,0
19.893798708,1,0,1,0
19.894369708,1,0,0,0
19.894374375,1,0,0,1
19.894456958,1,1,0,1
19.914998292,0,1,0,1
19.915657708,0,0,0,1
19.915675875,0,0,1,1
19.915679333,0,0,1,0
19.943798875,1,0,1,0
19.944363292,1,1,1,0
19.944378500,1,1,0,0
19.944387792,1,1,0,1
19.964998500,0,1,0,1
19.965663917,0,0,0,1
19.965684708,0,0,1,1
19.965697333,0,0,1,0
19.993799000,1,0,1,0
19.994369500,1,1,1,0
19.994387208,1,1,0,0
19.994401250,1,1,0,1
20.014998625,0,1,0,1
20.015670125,0,0,0,1
20.015693542,0,0,1,1
20.015706250,0,0,1,0
20.043799167,1,0,1,0
20.044396042,1,0,0,0
20.044419292,1,0,0,1
20.044475542,1,1,0,1
20.064998750,0,1,0,1
20.065676375,0,0,0,1
20.065702375,0,0,1,1
20.065719667,0,0,1,0
20.093799292,1,0,1,0
20.094404875,1,0,0,0
20.094432792,1,0,0,1
20.094481792,1,1,0,1
20.114998917,0,1,0,1
20.115637792,0,1,0,0
20.115682542,0,0,0,0
20.115711167,0,0,1,0
20.143799375,1,0,1,0
20.144388167,1,1,1,0
20.144413708,1,1,0,0
20.144446208,1,1,0,1
20.164999042,0,1,0,1
20.165648917,0,1,0,0
20.165688792,0,0,0,0
20.165720042,0,0,1,0
20.193799542,1,0,1,0
20.194394375,1,1,1,0
20.194422542,1,1,0,0
20.194459625,1,1,0,1
20.214999167,0,1,0,1
20.215664667,0,1,0,0
20.215695000,0,0,0,0
20.215728875,0,0,1,0
20.243799708,1,0,1,0
20.244368708,1,0,1,1
20.244400583,1,1,1,1
20.244431500,1,1,0,1
20.264999333,0,1,0,1
20.265678125,0,1,0,0
20.265701208,0,0,0,0
20.265737750,0,0,1,0
20.293799833,1,0,1,0
20.294386333,1,0,1,1
20.294406792,1,1,1,1
20.294440208,1,1,0,1
20.314999458,0,1,0,1
20.315646333,0,1,1,1
20.315691542,0,1,1,0
20.315707417,0,0,1,0
20.343800000,1,0,1,0
20.344399750,1,0,1,1
20.344413000,1,1,1,1
20.344449042,1,1,0,1
20.364999583,0,1,0,1
20.365655125,0,1,1,1
20.365705000,0,1,1,0
20.365713667,0,0,1,0
20.393800125,1,0,1,0
20.394457875,1,0,0,0
20.394513417,1,0,0,1
20.394519083,1,1,0,1
20.414999750,0,1,0,1
20.415618250,0,1,0,0
20.415620000,0,0,0,0
20.443800250,1,0,0,0
20.444425708,1,1,0,0
20.444426625,1,1,0,1
20.464999917,0,1,0,1
20.465626208,0,0,0,1
20.465631708,0,0,0,0
20.465668208,0,0,1,0
20.493800417,1,0,1,0
20.494431667,1,1,1,0
20.494440083,1,1,1,1
20.494470917,1,1,0,1
20.515000042,0,1,0,1
20.515645333,0,1,0,0
20.515677042,0,1,1,0
20.515732292,0,0,1,0
20.543800542,1,0,1,0
20.544479750,1,0,0,0
20.544537708,1,1,0,0
20.544553708,1,1,0,1
20.565000167,0,1,0,1
20.565585958,0,1,1,1
20.565638667,0,0,1,1
20.565658583,0,0,1,0
20.593800667,1,0,1,0
20.594444125,1,1,1,0
20.594466875,1,1,1,1
20.594488583,1,1,0,1
20.615000333,0,1,0,1
20.615572292,0,1,0,0
20.615594833,0,1,1,0
20.615644875,0,0,1,0
20.643800833,1,0,1,0
20.644397542,1,0,0,0
20.644450292,1,1,0,0
20.644480417,1,1,0,1
20.665000458,0,1,0,1
20.665651375,0,0,0,1
20.665685458,0,0,0,0
20.665703542,0,0,1,0
20.693800958,1,0,1,0
20.694396500,1,0,1,1
20.694406375,1,0,0,1
20.694456542,1,1,0,1
20.715000583,0,1,0,1
20.715657292,0,0,0,1
20.715698917,0,0,0,0
20.715712333,0,0,1,0
20.743801125,1,0,1,0
20.744407417,1,0,1,1
20.744415208,1,0,0,1
20.744462750,1,1,0,1
20.765000708,0,1,0,1
20.765663500,0,0,0,1
20.765712333,0,0,0,0
20.765721167,0,0,1,0
20.793801208,1,0,1,0
20.794420875,1,0,1,1
20.794424042,1,0,0,1
20.794468958,1,1,0,1
20.815000875,0,1,0,1
20.815669708,0,0,0,1
20.815725792,0,0,0,0
20.815730042,0,0,1,0
20.843801375,1,0,1,0
20.844432875,1,0,0,0
20.844434542,1,0,0,1
20.844479625,1,1,0,1
20.865001000,0,1,0,1
20.865675917,0,0,0,1
20.865738917,0,0,1,1
20.865739250,0,0,0,0
20.865739375,0,0,1,0
20.893801542,1,0,1,0
20.894381042,1,1,1,0
20.894441708,1,1,0,0
20.894447750,1,1,0,1
20.915001167,0,1,0,1
20.915647750,0,1,1,1
20.915652792,0,1,1,0
20.915682167,0,0,1,0
20.943801667,1,0,1,0
20.944350375,1,0,0,0
20.944387417,1,1,0,0
20.965001292,0,1,0,0
20.965656667,0,1,1,0
20.965667708,0,1,1,1
20.965688375,0,0,1,1
20.993801833,1,0,1,1
20.994459375,1,0,0,1
20.994498250,1,1,0,1
21.015001458,0,1,0,1
21.015565333,0,1,1,1
21.015574958,0,1,1,0
21.015594417,0,0,1,0
21.043801958,1,0,1,0
21.044368042,1,0,0,0
21.044383292,1,0,0,1
21.044399875,1,1,0,1
21.065001625,0,1,0,1
21.065588375,0,1,0,0
21.065605167,0,0,0,0
21.065674292,0,0,1,0
21.093802125,1,0,1,0
21.094380083,1,0,0,0
21.094396667,1,0,0,1
21.094410542,1,1,0,1
21.115001750,0,1,0,1
21.115683125,0,1,1,1
21.115702000,0,1,1,0
21.115707000,0,0,1,0
21.143802250,1,0,1,0
21.144485875,1,0,0,0
21.144510333,1,0,0,1
21.144512417,1,1,0,1
21.165001917,0,1,0,1
21.165591792,0,1,1,1
21.165613042,0,0,1,1
21.165615250,0,0,1,0
21.193802375,1,0,1,0
21.194394542,1,0,0,0
21.194418500,1,1,0,0
21.194423542,1,1,0,1
21.215002000,0,1,0,1
21.215624250,0,0,0,1
21.215630292,0,0,0,0
21.215700792,0,0,1,0
21.243802542,1,0,1,0
21.244403375,1,0,0,0
21.244429167,1,1,0,0
21.244437042,1,1,0,1
21.265002167,0,1,0,1
21.265609458,0,1,1,1
21.265630042,0,0,1,1
21.265642125,0,0,1,0
21.293802667,1,0,1,0
21.294412208,1,0,0,0
21.294435417,1,1,0,0
21.294450458,1,1,0,1
21.315002292,0,1,0,1
21.315555708,0,1,0,0
21.315618250,0,1,1,0
21.315631708,0,0,1,0
21.343802792,1,0,1,0
21.344364042,1,0,1,1
21.344421000,1,0,0,1
21.344437167,1,1,0,1
21.365002458,0,1,0,1
21.365627125,0,1,1,1
21.365642458,0,0,1,1
21.365669000,0,0,1,0
21.393802958,1,0,1,0
21.394477292,1,0,1,1
21.394530042,1,0,0,1
21.394543542,1,1,0,1
21.415002625,0,1,0,1
21.415636000,0,1,1,1
21.415648667,0,0,1,1
21.415682458,0,0,1,0
21.443803125,1,0,1,0
21.444438667,1,0,0,0
21.444454042,1,1,0,0
21.444490792,1,1,0,1
21.465002708,0,1,0,1
21.465550750,0,0,0,1
21.465596042,0,0,0,0
21.465644792,0,0,1,0
21.493803250,1,0,1,0
21.494404292,1,0,1,1
21.494447500,1,0,0,1
21.494455750,1,1,0,1
21.515002875,0,1,0,1
21.515653625,0,1,1,1
21.515661125,0,0,1,1
21.515709333,0,0,1,0
21.543803375,1,0,1,0
21.544456333,1,0,0,0
21.544466458,1,1,0,0
21.544517667,1,1,0,1
21.565003000,0,1,0,1
21.565622917,0,1,0,0
21.565662458,0,1,1,0
21.565667333,0,0,1,0
21.593803542,1,0,1,0
21.594465167,1,0,0,0
21.594472625,1,1,0,0
21.594531042,1,1,0,1
21.615003167,0,1,0,1
21.615636375,0,1,0,0
21.615671292,0,1,1,0
21.615673542,0,0,1,0
21.643803667,1,0,1,0
21.644444625,1,0,1,1
21.644474000,1,0,0,1
21.644478917,1,1,0,1
21.665003292,0,1,0,1
21.665575375,0,0,0,1
21.665580250,0,0,1,1
21.665650083,0,0,1,0
21.693803833,1,0,1,0
21.694380792,1,1,1,0
21.694383000,1,1,0,0
21.694458083,1,1,0,1
21.715008000,0,1,0,1
21.715589208,0,1,1,1
21.715663250,0,1,1,0
21.715685958,0,0,1,0
21.743803958,1,0,1,0
21.744394250,1,0,0,0
21.744471542,1,0,0,1
21.744491292,1,1,0,1
21.765003583,0,1,0,1
